Action;Activity_details;Activity_type;DB_File_Num;uniquesod;koddoc;time:timestamp;User_id
Добавление документа;[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045;; koddoc = 5937537;2012-07-02T0:00:01.000+0300;17
Добавление документа;[Выход из закалки поддона № 64102]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937540;2012-07-02T6:12:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64103]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937541;2012-07-02T6:12:58.000+0300;282
Добавление документа;[Выход из закалки поддона № 64104]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937542;2012-07-02T6:13:00.000+0300;282
Добавление документа;[Выход из закалки поддона № 64105]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937543;2012-07-02T6:13:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64106]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937544;2012-07-02T6:13:05.000+0300;282
Добавление документа;[Выход из закалки поддона № 64107]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937545;2012-07-02T6:13:07.000+0300;282
Добавление документа;[Выход из закалки поддона № 64108]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937546;2012-07-02T6:13:10.000+0300;282
Добавление документа;[Выход из закалки поддона № 64109]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937547;2012-07-02T6:13:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64110]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937548;2012-07-02T6:13:14.000+0300;282
Добавление документа;[Выход из закалки поддона № 64111]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937549;2012-07-02T6:13:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64112]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937550;2012-07-02T6:13:19.000+0300;282
Добавление документа;[Выход из закалки поддона № 64113]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937551;2012-07-02T6:13:21.000+0300;282
Добавление документа;[Выход из закалки поддона № 64114]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937552;2012-07-02T6:13:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64115]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937553;2012-07-02T6:13:26.000+0300;282
Добавление документа;[Выход из закалки поддона № 64116]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937554;2012-07-02T6:13:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64117]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937555;2012-07-02T6:13:31.000+0300;282
Добавление документа;[Выход из закалки поддона № 64118]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937556;2012-07-02T6:13:33.000+0300;282
Добавление документа;[Выход из закалки поддона № 64119]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937557;2012-07-02T6:13:36.000+0300;282
Добавление документа;[Выход из закалки поддона № 64120]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937558;2012-07-02T6:13:38.000+0300;282
Добавление документа;[Выход из закалки поддона № 64121]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937559;2012-07-02T6:13:40.000+0300;282
Добавление документа;[Выход из закалки поддона № 64122]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937560;2012-07-02T6:13:43.000+0300;282
Добавление документа;[Выход из закалки поддона № 64101]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937539;2012-07-02T6:13:46.000+0300;282
Добавление документа;[Выход из закалки поддона № 64124]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937562;2012-07-02T6:15:20.000+0300;282
Добавление документа;[Выход из закалки поддона № 64125]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937563;2012-07-02T6:15:23.000+0300;282
Добавление документа;[Выход из закалки поддона № 64123]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937561;2012-07-02T6:15:26.000+0300;282
Добавление документа;[Выход из закалки поддона № 64127]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937565;2012-07-02T6:16:50.000+0300;282
Добавление документа;[Выход из закалки поддона № 64128]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937566;2012-07-02T6:16:52.000+0300;282
Добавление документа;[Выход из закалки поддона № 64129]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937567;2012-07-02T6:16:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64130]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937568;2012-07-02T6:16:57.000+0300;282
Добавление документа;[Выход из закалки поддона № 64131]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937569;2012-07-02T6:16:59.000+0300;282
Добавление документа;[Выход из закалки поддона № 64132]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937570;2012-07-02T6:17:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64133]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937571;2012-07-02T6:17:04.000+0300;282
Добавление документа;[Выход из закалки поддона № 64134]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937572;2012-07-02T6:17:06.000+0300;282
Добавление документа;[Выход из закалки поддона № 64135]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937573;2012-07-02T6:17:09.000+0300;282
Добавление документа;[Выход из закалки поддона № 64136]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937574;2012-07-02T6:17:11.000+0300;282
Добавление документа;[Выход из закалки поддона № 64126]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937564;2012-07-02T6:17:15.000+0300;282
Добавление документа;[Выход из закалки поддона № 64138]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937576;2012-07-02T6:18:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64139]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937577;2012-07-02T6:18:14.000+0300;282
Добавление документа;[Выход из закалки поддона № 64140]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937578;2012-07-02T6:18:16.000+0300;282
Добавление документа;[Выход из закалки поддона № 64141]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937579;2012-07-02T6:18:19.000+0300;282
Добавление документа;[Выход из закалки поддона № 64142]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937580;2012-07-02T6:18:21.000+0300;282
Добавление документа;[Выход из закалки поддона № 64143]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937581;2012-07-02T6:18:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64144]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937582;2012-07-02T6:18:26.000+0300;282
Добавление документа;[Выход из закалки поддона № 64145]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937583;2012-07-02T6:18:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64146]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937584;2012-07-02T6:18:31.000+0300;282
Добавление документа;[Выход из закалки поддона № 64147]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937585;2012-07-02T6:18:33.000+0300;282
Добавление документа;[Выход из закалки поддона № 64148]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937586;2012-07-02T6:18:35.000+0300;282
Добавление документа;[Выход из закалки поддона № 64149]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937587;2012-07-02T6:18:38.000+0300;282
Добавление документа;[Выход из закалки поддона № 64150]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937588;2012-07-02T6:18:40.000+0300;282
Добавление документа;[Выход из закалки поддона № 64151]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937589;2012-07-02T6:18:43.000+0300;282
Добавление документа;[Выход из закалки поддона № 64152]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937590;2012-07-02T6:18:45.000+0300;282
Добавление документа;[Выход из закалки поддона № 64153]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937591;2012-07-02T6:18:47.000+0300;282
Добавление документа;[Выход из закалки поддона № 64137]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937575;2012-07-02T6:18:51.000+0300;282
Добавление документа;[Выход из закалки поддона № 64155]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937593;2012-07-02T6:20:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64156]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937594;2012-07-02T6:20:27.000+0300;282
Добавление документа;[Выход из закалки поддона № 64157]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937595;2012-07-02T6:20:29.000+0300;282
Добавление документа;[Выход из закалки поддона № 64158]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937596;2012-07-02T6:20:31.000+0300;282
Добавление документа;[Выход из закалки поддона № 64159]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937597;2012-07-02T6:20:34.000+0300;282
Добавление документа;[Выход из закалки поддона № 64160]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937598;2012-07-02T6:20:36.000+0300;282
Добавление документа;[Выход из закалки поддона № 64161]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937599;2012-07-02T6:20:38.000+0300;282
Добавление документа;[Выход из закалки поддона № 64162]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937600;2012-07-02T6:20:41.000+0300;282
Добавление документа;[Выход из закалки поддона № 64163]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937601;2012-07-02T6:20:43.000+0300;282
Добавление документа;[Выход из закалки поддона № 64164]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937602;2012-07-02T6:20:46.000+0300;282
Добавление документа;[Выход из закалки поддона № 64165]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937603;2012-07-02T6:20:48.000+0300;282
Добавление документа;[Выход из закалки поддона № 64166]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937604;2012-07-02T6:20:50.000+0300;282
Добавление документа;[Выход из закалки поддона № 64167]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937605;2012-07-02T6:20:53.000+0300;282
Добавление документа;[Выход из закалки поддона № 64168]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937606;2012-07-02T6:20:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64169]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937607;2012-07-02T6:20:57.000+0300;282
Добавление документа;[Выход из закалки поддона № 64170]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937608;2012-07-02T6:21:00.000+0300;282
Добавление документа;[Выход из закалки поддона № 64171]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937609;2012-07-02T6:21:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64172]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937610;2012-07-02T6:21:05.000+0300;282
Добавление документа;[Выход из закалки поддона № 64173]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937611;2012-07-02T6:21:07.000+0300;282
Добавление документа;[Выход из закалки поддона № 64174]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937612;2012-07-02T6:21:09.000+0300;282
Добавление документа;[Выход из закалки поддона № 64175]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937613;2012-07-02T6:21:12.000+0300;282
Добавление документа;[Выход из закалки поддона № 64176]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937614;2012-07-02T6:21:14.000+0300;282
Добавление документа;[Выход из закалки поддона № 64154]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937592;2012-07-02T6:21:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64178]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937616;2012-07-02T6:22:42.000+0300;282
Добавление документа;[Выход из закалки поддона № 64179]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937617;2012-07-02T6:22:44.000+0300;282
Добавление документа;[Выход из закалки поддона № 64180]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937618;2012-07-02T6:22:46.000+0300;282
Добавление документа;[Выход из закалки поддона № 64181]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937619;2012-07-02T6:22:49.000+0300;282
Добавление документа;[Выход из закалки поддона № 64182]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937620;2012-07-02T6:22:51.000+0300;282
Добавление документа;[Выход из закалки поддона № 64183]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937621;2012-07-02T6:22:54.000+0300;282
Добавление документа;[Выход из закалки поддона № 64184]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937622;2012-07-02T6:22:56.000+0300;282
Добавление документа;[Выход из закалки поддона № 64185]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937623;2012-07-02T6:22:58.000+0300;282
Добавление документа;[Выход из закалки поддона № 64186]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937624;2012-07-02T6:23:01.000+0300;282
Добавление документа;[Выход из закалки поддона № 64187]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937625;2012-07-02T6:23:03.000+0300;282
Добавление документа;[Выход из закалки поддона № 64188]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937626;2012-07-02T6:23:05.000+0300;282
Добавление документа;[Выход из закалки поддона № 64189]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937627;2012-07-02T6:23:08.000+0300;282
Добавление документа;[Выход из закалки поддона № 64190]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937628;2012-07-02T6:23:10.000+0300;282
Добавление документа;[Выход из закалки поддона № 64191]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937629;2012-07-02T6:23:13.000+0300;282
Добавление документа;[Выход из закалки поддона № 64192]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937630;2012-07-02T6:23:15.000+0300;282
Добавление документа;[Выход из закалки поддона № 64193]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937631;2012-07-02T6:23:17.000+0300;282
Добавление документа;[Выход из закалки поддона № 64194]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937632;2012-07-02T6:23:20.000+0300;282
Добавление документа;[Выход из закалки поддона № 64195]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937633;2012-07-02T6:23:22.000+0300;282
Добавление документа;[Выход из закалки поддона № 64196]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937634;2012-07-02T6:23:24.000+0300;282
Добавление документа;[Выход из закалки поддона № 64197]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937635;2012-07-02T6:23:27.000+0300;282
Добавление документа;[Выход из закалки поддона № 64198]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937636;2012-07-02T6:23:29.000+0300;282
Добавление документа;[Выход из закалки поддона № 64199]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937637;2012-07-02T6:23:32.000+0300;282
Добавление документа;[Выход из закалки поддона № 64200]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937638;2012-07-02T6:23:34.000+0300;282
Добавление документа;[Выход из закалки поддона № 64177]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937615;2012-07-02T6:23:37.000+0300;282
Добавление документа;[Выход из закалки поддона № 64202]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937640;2012-07-02T6:26:45.000+0300;282
Добавление документа;[Выход из закалки поддона № 64203]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937641;2012-07-02T6:26:48.000+0300;282
Добавление документа;[Выход из закалки поддона № 64204]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937642;2012-07-02T6:26:50.000+0300;282
Добавление документа;[Выход из закалки поддона № 64205]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937643;2012-07-02T6:26:52.000+0300;282
Добавление документа;[Выход из закалки поддона № 64206]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937644;2012-07-02T6:26:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64207]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937645;2012-07-02T6:26:57.000+0300;282
Добавление документа;[Выход из закалки поддона № 64208]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937646;2012-07-02T6:26:59.000+0300;282
Добавление документа;[Выход из закалки поддона № 64209]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937647;2012-07-02T6:27:02.000+0300;282
Добавление документа;[Выход из закалки поддона № 64210]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937648;2012-07-02T6:27:04.000+0300;282
Добавление документа;[Выход из закалки поддона № 64211]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937649;2012-07-02T6:27:07.000+0300;282
Добавление документа;[Выход из закалки поддона № 64212]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937650;2012-07-02T6:27:09.000+0300;282
Добавление документа;[Выход из закалки поддона № 64213]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937651;2012-07-02T6:27:11.000+0300;282
Добавление документа;[Выход из закалки поддона № 64214]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937652;2012-07-02T6:27:14.000+0300;282
Добавление документа;[Выход из закалки поддона № 64215]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937653;2012-07-02T6:27:16.000+0300;282
Добавление документа;[Выход из закалки поддона № 64216]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937654;2012-07-02T6:27:18.000+0300;282
Добавление документа;[Выход из закалки поддона № 64217]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937655;2012-07-02T6:27:21.000+0300;282
Добавление документа;[Выход из закалки поддона № 64218]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937656;2012-07-02T6:27:23.000+0300;282
Добавление документа;[Выход из закалки поддона № 64219]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937657;2012-07-02T6:27:26.000+0300;282
Добавление документа;[Выход из закалки поддона № 64220]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937658;2012-07-02T6:27:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64201]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937639;2012-07-02T6:27:31.000+0300;282
Добавление документа;[Выход из закалки поддона № 64222]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937660;2012-07-02T6:28:45.000+0300;282
Добавление документа;[Выход из закалки поддона № 64223]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937661;2012-07-02T6:28:47.000+0300;282
Добавление документа;[Выход из закалки поддона № 64224]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937662;2012-07-02T6:28:50.000+0300;282
Добавление документа;[Выход из закалки поддона № 64225]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937663;2012-07-02T6:28:52.000+0300;282
Добавление документа;[Выход из закалки поддона № 64226]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937664;2012-07-02T6:28:54.000+0300;282
Добавление документа;[Выход из закалки поддона № 64227]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937665;2012-07-02T6:28:57.000+0300;282
Добавление документа;[Выход из закалки поддона № 64228]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937666;2012-07-02T6:28:59.000+0300;282
Добавление документа;[Выход из закалки поддона № 64229]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937667;2012-07-02T6:29:01.000+0300;282
Добавление документа;[Выход из закалки поддона № 64230]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937668;2012-07-02T6:29:04.000+0300;282
Добавление документа;[Выход из закалки поддона № 64231]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937669;2012-07-02T6:29:06.000+0300;282
Добавление документа;[Выход из закалки поддона № 64232]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937670;2012-07-02T6:29:09.000+0300;282
Добавление документа;[Выход из закалки поддона № 64233]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937671;2012-07-02T6:29:11.000+0300;282
Добавление документа;[Выход из закалки поддона № 64234]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937672;2012-07-02T6:29:13.000+0300;282
Добавление документа;[Выход из закалки поддона № 64235]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937673;2012-07-02T6:29:16.000+0300;282
Добавление документа;[Выход из закалки поддона № 64236]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937674;2012-07-02T6:29:18.000+0300;282
Добавление документа;[Выход из закалки поддона № 64237]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937675;2012-07-02T6:29:20.000+0300;282
Добавление документа;[Выход из закалки поддона № 64238]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937676;2012-07-02T6:29:23.000+0300;282
Добавление документа;[Выход из закалки поддона № 64239]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937677;2012-07-02T6:29:25.000+0300;282
Добавление документа;[Выход из закалки поддона № 64240]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937678;2012-07-02T6:29:28.000+0300;282
Добавление документа;[Выход из закалки поддона № 64241]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937679;2012-07-02T6:29:30.000+0300;282
Добавление документа;[Выход из закалки поддона № 64242]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937680;2012-07-02T6:29:33.000+0300;282
Добавление документа;[Выход из закалки поддона № 64243]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937681;2012-07-02T6:29:35.000+0300;282
Добавление документа;[Выход из закалки поддона № 64244]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937682;2012-07-02T6:29:37.000+0300;282
Добавление документа;[Выход из закалки поддона № 64245]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937683;2012-07-02T6:29:40.000+0300;282
Добавление документа;[Выход из закалки поддона № 64246]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937684;2012-07-02T6:29:42.000+0300;282
Добавление документа;[Выход из закалки поддона № 64247]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937685;2012-07-02T6:29:45.000+0300;282
Добавление документа;[Выход из закалки поддона № 64248]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937686;2012-07-02T6:29:47.000+0300;282
Добавление документа;[Выход из закалки поддона № 64249]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937687;2012-07-02T6:29:49.000+0300;282
Добавление документа;[Выход из закалки поддона № 64250]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937688;2012-07-02T6:29:52.000+0300;282
Добавление документа;[Выход из закалки поддона № 64221]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937659;2012-07-02T6:29:55.000+0300;282
Добавление документа;[Выход из закалки поддона № 64252]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937690;2012-07-02T6:31:44.000+0300;282
Добавление документа;[Выход из закалки поддона № 64253]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937691;2012-07-02T6:31:47.000+0300;282
Добавление документа;[Выход из закалки поддона № 64254]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937692;2012-07-02T6:31:49.000+0300;282
Добавление документа;[Выход из закалки поддона № 64255]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039;; koddoc = 5937693;2012-07-02T6:31:52.000+0300;282
