Activity_details;Activity_type;DB_File_Num;koddoc;time:timestamp;User_id
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937689;2012-07-02T6:32:35.000+0300;282
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937711;2012-07-02T6:33:15.000+0300;276
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937713;2012-07-02T6:35:12.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937714;2012-07-02T6:35:15.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937715;2012-07-02T6:35:17.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937716;2012-07-02T6:35:20.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937717;2012-07-02T6:35:22.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937718;2012-07-02T6:35:24.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937719;2012-07-02T6:35:27.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937720;2012-07-02T6:35:29.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937721;2012-07-02T6:35:32.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937722;2012-07-02T6:35:35.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937712;2012-07-02T6:35:38.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937724;2012-07-02T6:36:23.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937725;2012-07-02T6:36:26.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937723;2012-07-02T6:36:29.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937727;2012-07-02T6:37:00.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937728;2012-07-02T6:37:03.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937729;2012-07-02T6:37:05.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937730;2012-07-02T6:37:08.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937731;2012-07-02T6:37:10.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937732;2012-07-02T6:37:12.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937733;2012-07-02T6:37:15.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937734;2012-07-02T6:37:17.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937735;2012-07-02T6:37:19.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937736;2012-07-02T6:37:22.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937737;2012-07-02T6:37:24.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937726;2012-07-02T6:37:28.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937739;2012-07-02T6:39:02.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937740;2012-07-02T6:39:04.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937741;2012-07-02T6:39:06.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937742;2012-07-02T6:39:09.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937743;2012-07-02T6:39:11.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937744;2012-07-02T6:39:13.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937745;2012-07-02T6:39:16.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937746;2012-07-02T6:39:18.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937747;2012-07-02T6:39:21.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937748;2012-07-02T6:39:23.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937749;2012-07-02T6:39:25.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937750;2012-07-02T6:39:28.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937751;2012-07-02T6:39:30.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937752;2012-07-02T6:39:32.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937753;2012-07-02T6:39:35.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937754;2012-07-02T6:39:37.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937755;2012-07-02T6:39:39.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937756;2012-07-02T6:39:42.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937757;2012-07-02T6:39:44.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937758;2012-07-02T6:39:47.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937759;2012-07-02T6:39:49.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937760;2012-07-02T6:39:51.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937761;2012-07-02T6:39:54.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937762;2012-07-02T6:39:56.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937738;2012-07-02T6:40:00.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937764;2012-07-02T6:46:56.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937765;2012-07-02T6:46:58.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937763;2012-07-02T6:47:02.000+0300;282
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937766;2012-07-02T6:47:50.000+0300;276
[Фасовка ГП]; тип [Фасовка ГП ->Фасовка ГП]; файл dc000038; koddoc = 5937767;2012-07-02T6:49:29.000+0300;17
[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045; koddoc = 5937769;2012-07-02T6:57:32.000+0300;17
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937775;2012-07-02T7:24:58.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937776;2012-07-02T7:25:00.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937777;2012-07-02T7:25:02.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937778;2012-07-02T7:25:05.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937779;2012-07-02T7:25:07.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937780;2012-07-02T7:25:10.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937781;2012-07-02T7:25:12.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937782;2012-07-02T7:25:14.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937783;2012-07-02T7:25:17.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937784;2012-07-02T7:25:19.000+0300;282
[Раскладка брака по компонентам]; тип [Производство полуфаб->Разборка брака ГП]; файл dc000052; koddoc = 5937785;2012-07-02T7:25:22.000+0300;276
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937786;2012-07-02T7:25:22.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937787;2012-07-02T7:25:24.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937788;2012-07-02T7:25:27.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937789;2012-07-02T7:25:29.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937790;2012-07-02T7:25:31.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937791;2012-07-02T7:25:34.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937792;2012-07-02T7:25:36.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937793;2012-07-02T7:25:39.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937794;2012-07-02T7:25:41.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937795;2012-07-02T7:25:43.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937796;2012-07-02T7:25:46.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937797;2012-07-02T7:25:48.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937798;2012-07-02T7:25:50.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937799;2012-07-02T7:25:53.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937800;2012-07-02T7:25:55.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937801;2012-07-02T7:25:58.000+0300;282
[Выход из закалки поддона]; тип [Приход из производст->Выход ГП из закалки]; файл dc000039; koddoc = 5937774;2012-07-02T7:26:01.000+0300;282
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937802;2012-07-02T7:27:41.000+0300;276
[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045; koddoc = 5937803;2012-07-02T7:32:23.000+0300;17
[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045; koddoc = 5937804;2012-07-02T7:32:23.000+0300;17
[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045; koddoc = 5937818;2012-07-02T7:55:18.000+0300;285
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937928;2012-07-02T8:38:58.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937930;2012-07-02T8:39:30.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937933;2012-07-02T8:39:52.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937934;2012-07-02T8:40:12.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937935;2012-07-02T8:40:38.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937937;2012-07-02T8:41:10.000+0300;276
[Рабочая рецептура]; тип [Производство полуфаб->Рабочая рецептура на смесь]; файл dc000052; koddoc = 5937939;2012-07-02T8:42:24.000+0300;276
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5937948;2012-07-02T8:43:58.000+0300;272
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T8:44:42.000+0300;272
[Приход сырья]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл dc000002; koddoc = 5938596;2012-07-02T9:32:29.000+0300;284
[Приход сырья]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002;;2012-07-02T9:32:59.000+0300;284
[Передача в производство]; тип [Лимитки ->Списание на производство (заготовительное отделение)]; файл dc000045; koddoc = 5938607;2012-07-02T9:35:10.000+0300;276
[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045; koddoc = 5938623;2012-07-02T9:38:36.000+0300;1191
[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045; koddoc = 5938624;2012-07-02T9:39:23.000+0300;1191
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938684;2012-07-02T9:52:12.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938685;2012-07-02T9:52:28.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938697;2012-07-02T9:53:35.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5938735;2012-07-02T9:54:58.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:55:16.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:55:27.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:55:42.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:56:12.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938753;2012-07-02T9:56:43.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938754;2012-07-02T9:56:58.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5938755;2012-07-02T9:57:02.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938756;2012-07-02T9:57:08.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938757;2012-07-02T9:57:15.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:57:18.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938758;2012-07-02T9:57:30.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938760;2012-07-02T9:57:38.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5938777;2012-07-02T9:58:42.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938789;2012-07-02T9:59:18.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:22.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:29.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:36.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:41.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:49.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T9:59:55.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:02.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:10.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:15.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:24.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:31.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:38.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938810;2012-07-02T10:00:40.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:44.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:50.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:00:56.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:03.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:11.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:17.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:24.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:37.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:46.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:01:52.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5938831;2012-07-02T10:02:32.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:03:01.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5938889;2012-07-02T10:04:19.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:04:33.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:04:45.000+0300;69
[Приход сырья]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл dc000002; koddoc = 5938906;2012-07-02T10:04:58.000+0300;284
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:01.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:13.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:32.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:43.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:48.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:05:53.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5938940;2012-07-02T10:05:58.000+0300;296
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:06:01.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:06:10.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5939002;2012-07-02T10:08:23.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:08:44.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:01.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:08.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:14.000+0300;69
[Приход сырья]; тип [Приход на склад ->Приход сырья (лаборатория)]; файл sd000002;07.02.2012 0:00;1900-01-00.000+0300;284
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:19.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:33.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:40.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:09:46.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:10:02.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5939055;2012-07-02T10:11:57.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:12:18.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:12:30.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл dc000002; koddoc = 5939069;2012-07-02T10:16:16.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:17:38.000+0300;69
[Приход на склад]; тип [Приход на склад ->Приход прочих товаров]; файл sd000002;;2012-07-02T10:18:07.000+0300;69
[Передача в производство]; тип [Лимитки ->Списание на производство (вафельное отделение)]; файл dc000045; koddoc = 5939102;2012-07-02T10:21:21.000+0300;285
[Передача в производство]; тип [Лимитки ->Списание на производство (фасовочное отделение)]; файл dc000045; koddoc = 5939144;2012-07-02T10:27:35.000+0300;1191
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5939170;2012-07-02T10:35:29.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5939172;2012-07-02T10:35:49.000+0300;296
[Передача в производство]; тип [Лимитки ->Списание на производство (склад сырья)]; файл dc000045; koddoc = 5939178;2012-07-02T10:38:13.000+0300;296
